0 -4.4617e-07 -0.0262353     -0.0527746 -0.000952243      -0.053995 -0.0338225
1141 -0.0270827 -0.0369752     -5.74908 -19.3518      -9.62034 -22.0913
1142 -0.029907 -0.0384533     -8.70313 -10.295      -12.7633 -13.3435
1143 -0.031156 -0.0400243     -6.98701 -3.31695      -11.2418 -6.51818
1144 -0.0314117 -0.0409616     -2.50702 -0.158102      -6.88732 -3.41678
1145 -0.0314884 -0.0409649     2.29176 -1.45054      -2.11521 -4.75812
1146 -0.0322028 -0.0402099     5.00088 -6.58774      0.644846 -10.0234
1147 -0.0341465 -0.0392844     3.82924 -13.8886      -0.464622 -17.5953
1148 -0.0375179 -0.0390244     -1.9637 -21.0263      -6.27836 -25.1683
1149 -0.0420524 -0.0402912     -11.8994 -25.6141      -16.4157 -30.3254
1150 -0.0470687 -0.0437459     -24.4193 -25.7916      -29.3948 -31.1291
1151 -0.0516154 -0.0496767     -37.2863 -20.658      -43.0141 -26.57
1152 -0.0546768 -0.0579198     -48.1306 -10.4461      -54.8891 -16.7632
1153 -0.055384 -0.0678879     -54.9896 3.59019      -62.9935 -2.85908
1154 -0.0531811 -0.078689     -56.7015 19.5215      -66.0659 13.2827
1155 -0.0479108 -0.0893003     -53.0705 35.2087      -63.793 29.5487
1156 -0.0398097 -0.0987504     -44.7882 48.7559      -56.7517 44.0234
1157 -0.0294272 -0.106266     -33.1679 58.8398      -46.1603 55.327
1158 -0.0174981 -0.111357     -19.7884 64.8535      -33.533 62.772
1159 -0.00480678 -0.113835     -6.15225 66.8653      -20.3412 66.3377
1160 0.00792753 -0.113771     6.56018 65.4407      -7.76436 66.5045
1161 0.020123 -0.111422     17.603 61.4042      3.42981 64.0253
1162 0.0313626 -0.107145     26.6499 55.6153      12.8797 59.7049
1163 0.0413844 -0.101328     33.6933 48.8118      20.5363 54.2434
1164 0.0500497 -0.0943395     38.9088 41.5381      26.5341 48.1617
1165 0.0573053 -0.0865079     42.5349 34.1496      31.073 41.8019
1166 0.0631515 -0.0781154     44.7943 26.8622      34.3411 35.3739
1167 0.0676217 -0.069406     45.8632 19.8137      36.4834 29.0143
1168 0.0707721 -0.0605947     45.8773 13.1131      37.6072 22.8344
1169 0.0726793 -0.0518721     44.9553 6.86387      37.8053 16.9435
1170 0.0734394 -0.0434064     43.2198 1.16555      37.1769 11.4499
1171 0.0731666 -0.0353406     40.8084 -3.89748      35.8388 6.44954
1172 0.0719887 -0.0277902     37.87 -8.26836      33.9225 2.01334
1173 0.0700412 -0.0208418     34.5547 -11.9234      31.5638 -1.81959
1174 0.0674611 -0.014554     31.0017 -14.8698      28.8914 -5.0399
1175 0.0643819 -0.00896045     27.3324 -17.1368      26.019 -7.66051
1176 0.0609298 -0.00407326     23.649 -18.7679      23.0442 -9.70827
1177 0.0572219 0.000113245     20.0369 -19.8136      20.0503 -11.2182
1178 0.0533652 0.00361983     16.5682 -20.33      17.1095 -12.2312
1179 0.0494553 0.00647991     13.3026 -20.378      14.284 -12.7944
1180 0.0455761 0.00873714     10.287 -20.0228      11.6246 -12.9607
1181 0.0417982 0.0104428     7.5538 -19.3314      9.16914 -12.7862
1182 0.03818 0.0116531     5.12127 -18.3682      6.94215 -12.3257
1183 0.0347679 0.0124265     2.99692 -17.1906      4.95813 -11.6289
1184 0.0315981 0.0128223     1.18313 -15.8477      3.22685 -10.7384
1185 0.0286981 0.0129002     -0.317263 -14.3832      1.75897 -9.69223
1186 0.0260871 0.012721     -1.49861 -12.8413      0.568493 -8.53016
1187 0.0237751 0.0123462     -2.35552 -11.2737      -0.330148 -7.30097
1188 0.0217612 0.011838     -2.89091 -9.74349      -0.930377 -6.06641
1189 0.0200316 0.0112564     -3.1265 -8.32205      -1.24434 -4.899
1190 0.0185585 0.0106548     -3.11089 -7.07941      -1.31193 -3.87226
1191 0.0173021 0.0100743     -2.92113 -6.06908      -1.20326 -3.04549
1192 0.0162152 0.00953936     -2.65501 -5.3126      -1.01198 -2.44755
1193 0.0152503 0.00905465     -2.41482 -4.78919      -0.839537 -2.06515
1194 0.0143681 0.00860653     -2.2863 -4.43472      -0.774033 -1.84048
1195 0.0135452 0.00816812     -2.3184 -4.152      -0.869194 -1.67998
1196 0.0127782 0.00770779     -2.50991 -3.83049      -1.1295 -1.47322
1197 0.0120847 0.00719929     -2.80681 -3.37095      -1.50578 -1.11736
1198 0.0114979 0.00663112     -3.11174 -2.70916      -1.90295 -0.541554
1199 0.0110588 0.00601316     -3.3036 -1.83305      -2.19823 0.27446
1200 0.0108051 0.00537878     -3.26298 -0.789325      -2.26613 1.29179
1201 0.01076 0.00478202     -2.89835 0.321739      -2.00487 2.4155
1202 0.0109238 0.00429003     -2.16754 1.36223      -1.35921 3.50877
1203 0.0112684 0.00397221     -1.09096 2.18045      -0.33557 4.41555
1204 0.0117374 0.00388773     0.246093 2.6385      0.993288 4.9879
1205 0.0122516 0.00407386     1.70278 2.63922      2.49515 5.11369
1206 0.0127188 0.00453704     3.1027 2.14789      3.99641 4.74004
1207 0.0130472 0.00524864     4.26227 1.20446      5.30926 3.88814
1208 0.0131598 0.0061467     5.02319 -0.0768553      6.26418 2.65577
1209 0.0130076 0.00714383     5.28345 -1.52227      6.74226 1.20548
1210 0.0125785 0.00814035     5.02046 -2.92647      6.70083 -0.261375
1211 0.0119002 0.00904074     4.30017 -4.08985      6.18589 -1.54093
1212 0.0110346 0.00977008     3.26844 -4.85793      5.32703 -2.46695
1213 0.0100664 0.0102871     2.12428 -5.15418      4.31367 -2.94587
1214 0.00908595 0.0105908     1.07959 -4.99768      3.35648 -2.97801
1215 0.00817089 0.0107182     0.313711 -4.5001      2.64186 -2.65836
1216 0.00737024 0.0107347     -0.0663814 -3.84098      2.29024 -2.15562
1217 0.00669527 0.0107171     -0.0499101 -3.22646      2.32883 -1.67308
1218 0.00611894 0.0107346     0.276377 -2.84092      2.6861 -1.40078
1219 0.00558447 0.0108322     0.750356 -2.80368      3.21011 -1.47055
1220 0.00502075 0.0110193     1.17476 -3.14171      3.70599 -1.92556
1221 0.00436091 0.0112683     1.36523 -3.78526      3.98323 -2.71175
1222 0.00355943 0.0115206     1.19378 -4.58696      3.90038 -3.69295
1223 0.0026037 0.0117011     0.617092 -5.35877      3.39625 -4.68493
1224 0.00151758 0.0117352     -0.316937 -5.91676      2.5004 -5.49902
1225 0.000356474 0.0115651     -1.48439 -6.12186      1.32184 -5.98364
1226 -0.000804116 0.0111619     -2.71691 -5.90711      0.0204404 -6.05401
1227 -0.00188362 0.0105299     -3.84033 -5.28598      -1.23022 -5.70382
1228 -0.00281109 0.00970477     -4.7103 -4.34184      -2.2787 -4.9983
1229 -0.00353646 0.00874482     -5.23686 -3.20369      -3.02195 -4.05277
1230 -0.00403638 0.00771948     -5.39382 -2.01572      -3.41728 -3.00395
1231 -0.00431432 0.00669744     -5.21328 -0.908812      -3.47982 -1.98182
1232 -0.00439586 0.00573682     -4.76943 0.0198213      -3.2687 -1.08836
1233 -0.00432114 0.00487913     -4.15732 0.716074      -2.86762 -0.386509
1234 -0.00413653 0.00414729     -3.47266 1.16779      -2.36529 0.100636
1235 -0.00388736 0.00354706     -2.79664 1.39601      -1.84025 0.382899
1236 -0.00361269 0.00307075     -2.18781 1.44251      -1.35194 0.492004
1237 -0.00334257 0.00270177     -1.68053 1.35761      -0.93809 0.470162
1238 -0.00309737 0.0024191     -1.28808 1.19059      -0.616909 0.360835
1239 -0.00288862 0.00220071     -1.00826 0.983776      -0.391614 0.202804
1240 -0.00272062 0.00202606     -0.82906 0.770214      -0.255535 0.0274496
1241 -0.00259225 0.00187745     -0.733414 0.573578      -0.196395 -0.141667
1242 -0.00249866 0.00174067     -0.702403 0.409385      -0.199282 -0.288017
1243 -0.00243267 0.00160514     -0.717198 0.286479      -0.248485 -0.400974
1244 -0.00238598 0.00146381     -0.760161 0.208337      -0.328561 -0.474818
1245 -0.00235001 0.0013128     -0.815551 0.174109      -0.425081 -0.507957
1246 -0.0023167 0.00115107     -0.870081 0.179523      -0.525253 -0.502251
1247 -0.00227908 0.000979818     -0.91335 0.217791      -0.618472 -0.462289
1248 -0.00223162 0.000801956     -0.938099 0.280581      -0.696715 -0.39456
1249 -0.00217047 0.000621481     -0.940185 0.358997      -0.754675 -0.306556
1250 -0.00209348 0.000442908     -0.918279 0.444454      -0.789621 -0.205944
1251 -0.00200005 0.000270779     -0.873342 0.529338      -0.801022 -0.0998886
1252 -0.00189091 0.000109278     -0.808003 0.607397      -0.790048 0.00537677
1253 -0.00176784 -3.80244e-05     -0.725958 0.673892      -0.759058 0.104763
1254 -0.00163341 -0.000168329     -0.631461 0.725555      -0.711163 0.194361
1255 -0.00149065 -0.000279673     -0.528943 0.760463      -0.649878 0.271389
1256 -0.00134288 -0.000370938     -0.422737 0.777864      -0.57887 0.334087
1257 -0.00119344 -0.000441808     -0.316879 0.778009      -0.501769 0.381617
1258 -0.00104554 -0.000492705     -0.214959 0.761982      -0.422006 0.413953
1259 -0.000902139 -0.000524682     -0.120004 0.731535      -0.342683 0.431767
1260 -0.000765779 -0.000539316     -0.034394 0.688905      -0.266465 0.436299
1261 -0.000638562 -0.000538571     0.0401773 0.636629      -0.195498 0.429198
1262 -0.000522082 -0.000524671     0.102701 0.577365      -0.131384 0.412376
1263 -0.000417427 -0.000499973     0.152804 0.513724      -0.075183 0.387853
1264 -0.000325199 -0.00046685     0.190659 0.448141      -0.0274638 0.357631
1265 -0.000245556 -0.000427596     0.216887 0.382782      0.011629 0.3236
1266 -0.000178275 -0.000384354     0.232443 0.319492      0.0422936 0.287469
1267 -0.000122808 -0.00033906     0.238512 0.259768      0.0649939 0.250738
1268 -7.83564e-05 -0.000293406     0.236429 0.204771      0.0803907 0.214677
1269 -4.39277e-05 -0.000248822     0.227596 0.155333      0.089284 0.180326
1270 -1.8401e-05 -0.000206465     0.213434 0.111982      0.0925662 0.148501
1271 -5.80878e-07 -0.000167224     0.195328 0.0749674      0.0911796 0.119792
1272 1.0751e-05 -0.000131727     0.174588 0.0442846      0.0860771 0.0945817
1273 1.67904e-05 -0.000100364     0.152404 0.0197079      0.0781824 0.0730501
1274 1.86716e-05 -7.33086e-05     0.129819 0.000829453      0.0683538 0.0552019
1275 1.7437e-05 -5.05512e-05     0.107701 -0.0128946      0.057354 0.0408954
1276 1.40153e-05 -3.1934e-05     0.0867345 -0.0220948      0.0458307 0.0298804
1277 9.21009e-06 -1.71847e-05     0.0674261 -0.0274407      0.0343112 0.0218364
1278 3.69576e-06 -5.94978e-06     0.0501216 -0.0296022      0.0232089 0.0164065
1279 -1.97937e-06 2.17695e-06     0.03503 -0.0292227      0.0128374 0.0132208
1280 -7.38659e-06 7.63069e-06     0.0222481 -0.0269044      0.00342584 0.0119107
1281 -1.2208e-05 1.0856e-05     0.0117798 -0.0232016      -0.00486859 0.0121149
1282 -1.62273e-05 1.22905e-05     0.00354956 -0.0186172      -0.0119547 0.0134831
1283 -1.93191e-05 1.23504e-05     -0.00258846 -0.013597      -0.0178045 0.0156825
1284 -2.14373e-05 1.14179e-05     -0.00684036 -0.00852103      -0.0224507 0.0184072
1285 -2.26019e-05 9.83126e-06     -0.00945843 -0.00369364      -0.0259795 0.0213916
1286 -2.2883e-05 7.87724e-06     -0.0107211 0.000663565      -0.0285168 0.0244215
1287 -2.23856e-05 5.7886e-06     -0.0109098 0.00441091      -0.0302105 0.0273401
1288 -2.12342e-05 3.74566e-06     -0.0102863 0.00748069      -0.0312098 0.0300452
1289 -1.95607e-05 1.88166e-06     -0.00907776 0.00985924      -0.0316502 0.0324784
1290 -1.7496e-05 2.90224e-07     -0.00747065 0.0115656      -0.0316444 0.0346096
1291 -1.51661e-05 -9.67182e-07     -0.00561539 0.0126325      -0.0312837 0.0364214
1292 -1.26902e-05 -1.85535e-06     -0.00363827 0.0130943      -0.0306453 0.0378979
1293 -1.0181e-05 -2.36207e-06     -0.00165549 0.0129849      -0.029804 0.0390216
1294 -7.7443e-06 -2.49733e-06     0.000216207 0.0123446      -0.0288418 0.0397778
1295 -5.4767e-06 -2.29385e-06     0.00185701 0.0112328      -0.0278522 0.0401655
1296 -3.46049e-06 -1.80706e-06     0.0031518 0.00974072      -0.0269362 0.0402095
1297 -1.75688e-06 -1.11277e-06     0.0040072 0.00799781      -0.026189 0.03997
1298 -3.98842e-07 -3.00932e-07     0.00437342 0.0061671      -0.0256818 0.0395422
1299 6.1376e-07 5.34714e-07     0.00426358 0.00442647      -0.0254424 0.0390461
1300 1.3143e-06 1.30974e-06     0.00376221 0.00293833      -0.025443 0.038603
1301 1.76309e-06 1.96219e-06     0.00301603 0.00181482      -0.0256022 0.0383076
1302 2.03481e-06 2.46214e-06     0.00220531 0.00108935      -0.0258029 0.0382006
1303 2.20198e-06 2.81413e-06     0.00150073 0.000706092      -0.0259248 0.0382551
1304 2.31878e-06 3.05093e-06     0.00101776 0.00053471      -0.0258823 0.0383823
1305 2.41018e-06 3.21942e-06     0.000783959 0.000409663      -0.0256549 0.0384595
1306 2.47012e-06 3.36256e-06     0.000732684 0.000183596      -0.0252973 0.0383716
1307 2.47002e-06 3.50324e-06     0.000728666 -0.000222836      -0.0249236 0.0380544
1308 2.37504e-06 3.63565e-06     0.000618857 -0.000793554      -0.0246683 0.0375209
1309 2.16234e-06 3.72751e-06     0.000291266 -0.00142416      -0.0246371 0.0368606
1310 1.83462e-06 3.7327e-06     -0.000280622 -0.00196298      -0.0248668 0.0362093
1311 1.42358e-06 3.60947e-06     -0.0010263 -0.0022715      -0.0253107 0.0356996
1312 9.817e-07 3.33709e-06     -0.00180572 -0.0022803      -0.0258566 0.035412
1313 5.65627e-07 2.92411e-06     -0.00246596 -0.00201728      -0.0263712 0.0353464
1314 2.17932e-07 2.40469e-06     -0.00290402 -0.00159479      -0.0267539 0.0354275
1315 -4.48689e-08 1.8244e-06     -0.00310893 -0.00116005      -0.0269751 0.0355414
1316 -2.32695e-07 1.2215e-06     -0.00316379 -0.000828684      -0.0270839 0.0355898
1317 -3.70152e-07 6.12137e-07     -0.00320484 -0.000630448      -0.0271792 0.0355374
1318 -4.77559e-07 -1.36115e-08     -0.00335354 -0.000491838      -0.0273564 0.0354307
1319 -5.53139e-07 -6.8224e-07     -0.00365032 -0.000265907      -0.0276521 0.0353779
1320 -5.64882e-07 -1.41711e-06     -0.00401949 0.000200615      -0.0280131 0.0354971
1321 -4.56891e-07 -2.21655e-06     -0.00428313 0.000989391      -0.0283043 0.0358536
1322 -1.69185e-07 -3.03937e-06     -0.00422199 0.00205421      -0.0283556 0.0364128
1323 3.35873e-07 -3.80499e-06     -0.00366146 0.00321148      -0.0280313 0.0370302
1324 1.05055e-06 -4.40996e-06     -0.00255002 0.00418457      -0.0272943 0.0374871
1325 1.91149e-06 -4.75632e-06     -0.000999251 0.00468801      -0.0262392 0.0375578
1326 2.80718e-06 -4.78249e-06     0.000731386 0.00452191      -0.0250809 0.0370881
1327 3.60189e-06 -4.486e-06     0.00230086 0.00364314      -0.0240989 0.0360536
1328 4.16899e-06 -3.93027e-06     0.0033818 0.00218838      -0.023559 0.0345788
1329 4.42324e-06 -3.2328e-06     0.00375259 0.000442156      -0.0236362 0.0329095
1330 4.34256e-06 -2.53833e-06     0.00335732 -0.00123833      -0.0243651 0.03135
1331 3.97306e-06 -1.98509e-06     0.00231688 -0.00251604      -0.0256312 0.0301844
1332 3.41688e-06 -1.67368e-06     0.000891833 -0.00315609      -0.0272033 0.029608
1333 2.80719e-06 -1.64666e-06     -0.000587675 -0.00307492      -0.0287926 0.0296865
1334 2.27765e-06 -1.88292e-06     -0.0018022 -0.00234748      -0.030121 0.0303503
1335 1.93452e-06 -2.30674e-06     -0.00251151 -0.00117653      -0.0309784 0.031421
1336 1.83708e-06 -2.80755e-06     -0.00259685 0.000162339      -0.0312584 0.0326577
1337 1.98972e-06 -3.26483e-06     -0.00207216 0.00138353      -0.0309675 0.0338097
1338 2.34571e-06 -3.57238e-06     -0.00106757 0.00224761      -0.0302117 0.0346638
1339 2.82017e-06 -3.65738e-06     0.000206464 0.00260157      -0.0291675 0.0350778
1340 3.30894e-06 -3.49149e-06     0.00150522 0.00239916      -0.0280434 0.0349983
1341 3.70943e-06 -3.09277e-06     0.00259736 0.00170066      -0.0270415 0.0344621
1342 3.93945e-06 -2.51898e-06     0.003307 0.000654065      -0.0263219 0.0335819
1343 3.95102e-06 -1.85378e-06     0.00354361 -0.000538868      -0.0259766 0.0325201
1344 3.73666e-06 -1.18885e-06     0.00331474 -0.00166592      -0.0260168 0.0314538
1345 3.32702e-06 -6.05455e-07     0.00271814 -0.00254909      -0.026377 0.0305373
1346 2.78065e-06 -1.59505e-07     0.00191401 -0.00308077      -0.0269361 0.0298712
1347 2.16834e-06 1.26613e-07     0.00108331 -0.00324247      -0.0275506 0.0294843
1348 1.55598e-06 2.63615e-07     0.000382398 -0.00310052      -0.0280921 0.0293355
1349 9.90544e-07 2.86844e-07     -9.354e-05 -0.00277974      -0.0284783 0.0293334
1350 4.92515e-07 2.42457e-07     -0.000327824 -0.0024229      -0.028689 0.0293685
1351 5.66814e-08 1.72579e-07     -0.000375735 -0.00214821      -0.028762 0.0293486
1352 -3.399e-07 1.03815e-07     -0.000337218 -0.00201831      -0.0287715 0.029224
1353 -7.25803e-07 4.22638e-08     -0.00031876 -0.0020296      -0.028798 0.0289971
1354 -1.12327e-06 -2.41386e-08     -0.000397631 -0.00212389      -0.0288985 0.028713
1355 -1.54026e-06 -1.17593e-07     -0.000600104 -0.00221649      -0.0290897 0.0284368
1356 -1.96854e-06 -2.60102e-07     -0.000899535 -0.00222958      -0.0293468 0.0282262
1357 -2.38783e-06 -4.64618e-07     -0.00123276 -0.00211887      -0.0296177 0.0281103
1358 -2.77365e-06 -7.30532e-07     -0.00152697 -0.00188519      -0.0298454 0.0280816
1359 -3.10572e-06 -1.04448e-06     -0.0017263 -0.00156881      -0.0299898 0.0281014
1360 -3.37389e-06 -1.38548e-06     -0.001809 -0.00123092      -0.030041 0.028117
1361 -3.57995e-06 -1.73203e-06     -0.00179047 -0.000930465      -0.0300202 0.0280809
1362 -3.73521e-06 -2.06847e-06     -0.00171325 -0.000705075      -0.0299699 0.0279665
1363 -3.85533e-06 -2.38856e-06     -0.00162957 -0.000562044      -0.0299381 0.0277749
1364 -3.95451e-06 -2.69561e-06     -0.00158366 -0.000480553      -0.029963 0.0275314
1365 -4.04106e-06 -2.99961e-06     -0.0015997 -0.000422274      -0.0300631 0.027275
1366 -4.11532e-06 -3.31288e-06     -0.00167822 -0.000345105      -0.0302354 0.0270463
1367 -4.17016e-06 -3.64584e-06     -0.00179994 -0.000214926      -0.0304594 0.0268771
1368 -4.19327e-06 -4.00391e-06     -0.00193403 -1.2289e-05      -0.0307051 0.0267852
